uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95,date
AC,1,48.5,4,7,12,24,95,181,273.04999999999995,375,2022-10-09
AC,2,59,6,8,14,28,114,210.10000000000014,315,428,2022-10-16
AC,3,71,7,11,17,35,133.25,246,351,520.1249999999993,2022-10-23
AC,4,78.5,7,12,20,39,149,279.10000000000014,440.1999999999998,595.2249999999988,2022-10-30
AC,5,90,10,15,22.900000000000006,42,174,309,452.3499999999997,661.0999999999995,2022-11-06
AC,6,100,10,16,24.900000000000006,49,202.25,380,552.1499999999999,760.0249999999999,2022-11-13
AC,7,117,11,17.950000000000003,28,57,229,415.40000000000055,616.0999999999999,912.0999999999995,2022-11-20
AC,8,120,12,19.950000000000003,30.900000000000006,60,235,458.2000000000003,606.049999999999,917.0999999999995,2022-11-27
AC,9,129,13,20,33,62,254,483.10000000000014,728.1499999999999,1110.549999999997,2022-12-04
AC,10,136,15,23.950000000000003,37,68,274,502.10000000000014,719.2499999999998,1001.0999999999995,2022-12-11
AC,11,154,15.975000000000001,22,37,75,293.25,552.1000000000001,813.0999999999999,1254.5249999999971,2022-12-18
AC,12,164.5,17,26.950000000000003,41.900000000000006,79.75,309.25,576.1000000000001,850.1499999999999,1312.5749999999969,2022-12-25
AC,13,172.5,17,29,45,92,352,646.4000000000005,1008.5499999999995,1336.749999999996,2023-01-01
AC,14,191.5,20.975,31,46,99,394,697.1000000000001,1067.1999999999998,1518.2499999999986,2023-01-08
AC,15,219,23,34,53,105,426,766,1127.1999999999998,1549.899999999995,2023-01-15
AC,16,219.5,25,36,58,112,437,793.1000000000001,1211.2499999999998,1719,2023-01-22
AC,17,224,23.975,38,55,109,440.25,900.4000000000005,1268.099999999999,1922.0749999999996,2023-01-29
AC,18,217.5,23,34.95,54,111,417,771.4000000000005,1195.1,1792.5999999999967,2023-02-05
AC,19,203,24,34,51,101,399.25,732.1000000000015,1116.2999999999997,1503.2249999999988,2023-02-12
AC,20,176.5,17.975,28,44,86,361,684,999.05,1418.2499999999986,2023-02-19
AC,21,159,17,25,41,81.75,322.25,600.2000000000003,920.6499999999985,1391.2749999999985,2023-02-26
AC,22,145,16,23.950000000000003,36,70,270,513,795.5499999999995,1220.0749999999996,2023-03-05
AC,23,126,11,18,29,60,243,426,612.6499999999994,898,2023-03-12
AC,24,107,12,17,26,53,212,419.3000000000004,620.3499999999997,858.0749999999996,2023-03-19
AC,25,94,8,14,22,44,182,318,479.39999999999964,640.0249999999999,2023-03-26
AC,26,84,8,13,20,41,166,308,449,693.0249999999999,2023-04-02
AC,27,74,8,13,19,38,145,272,406.0999999999999,620.1499999999992,2023-04-09
AC,28,65,7,10,16,33,134,256.10000000000014,383.04999999999995,546.0749999999996,2023-04-16
AC,29,63,5,9,14,30,122,220.10000000000014,338.04999999999995,534.2749999999985,2023-04-23
AC,30,57,6,9,13,28,105,216,313,441.02499999999986,2023-04-30
AC,31,52.5,5,7,11,25,102,184.3000000000004,282,417.1499999999992,2023-05-07
AC,32,48,4.975000000000001,7,11,24,95.25,169.20000000000027,265,385.02499999999986,2023-05-14
AC,33,42,4,7,11,21,81,156.10000000000014,247.04999999999995,343.09999999999945,2023-05-21
AC,34,38,4,6,9,19,76,137,200.19999999999982,282.0499999999997,2023-05-28
AC,35,34,3,5,8,16,67,124,171.04999999999995,258.02499999999986,2023-06-04
AC,36,31,2,4,7,16,60,116,175.04999999999995,248.0749999999996,2023-06-11
AC,37,29,2,4,6,14,56,109,164,227.12499999999932,2023-06-18
AC,38,26,2,4,6,13,52,96.10000000000014,139,215.04999999999973,2023-06-25
AC,39,25,2,3,6,13,48,93,128.04999999999995,189,2023-07-02
AC,40,23,2,3,5,11,47,83.10000000000014,121.14999999999986,174,2023-07-09
AC,41,22,2,3,5,10.75,43,81,120.04999999999995,174.02499999999986,2023-07-16
AC,42,22,2,3,5,10,44,77.10000000000014,113.04999999999995,161,2023-07-23
AC,43,21,2,3,5,11,42,78.10000000000014,113,183.04999999999973,2023-07-30
AC,44,21,2,3,5,11,42,78,114,166,2023-08-06
AC,45,21.5,2,3,5,10,43,81,124,173,2023-08-13
AC,46,22,1.9750000000000014,3,5,11,43,80,120,182.02499999999986,2023-08-20
AC,47,23,2,4,6,12,48,85,121.04999999999995,161,2023-08-27
AC,48,25,2,3,5,12,50,88.10000000000014,139.14999999999986,194.09999999999945,2023-09-03
AC,49,29,2,4,6,14,56,103,153.0999999999999,234.12499999999932,2023-09-10
AC,50,32,3,5,8,16,62,120.10000000000014,184.04999999999995,243.02499999999986,2023-09-17
AC,51,37,3,6,9,18,72,135.10000000000014,192,305,2023-09-24
AC,52,44,4,6,10,21,85,155,227.34999999999968,347.2749999999985,2023-10-01
AL,1,100,7,13,20,45,227,527.2000000000003,830.3999999999996,1457.349999999998,2022-10-09
AL,2,99,8,13,21,45,215,515,871.1499999999999,1389.1499999999992,2022-10-16
AL,3,89.5,6,12,19,42,203.25,454.2000000000003,791.6999999999994,1370.6749999999963,2022-10-23
AL,4,83,6,10,18,39,194.25,443.2000000000003,788.6999999999994,1137.3249999999982,2022-10-30
AL,5,82,6.975000000000001,10,16,38,188.25,416,658.1999999999998,1120.2999999999984,2022-11-06
AL,6,79,6,9,16,34,165,392.3000000000004,698.5499999999995,1173.1249999999993,2022-11-13
AL,7,70,4,8,15,31,158,341.10000000000014,664.0999999999999,1173.199999999999,2022-11-20
AL,8,64,5,8,14,29,143,330.40000000000055,571.1999999999998,1022.0499999999997,2022-11-27
AL,9,61,4,7,13,28,131,297.10000000000014,518.4999999999995,908.2499999999986,2022-12-04
AL,10,60,4,7,11,27,127,285.2000000000003,558.0999999999999,931.2749999999985,2022-12-11
AL,11,55,4,6,11,24,124,267.2000000000003,503.04999999999995,1033.0999999999995,2022-12-18
AL,12,58,4,7,11,25,127.25,285,502.14999999999986,760.0249999999999,2022-12-25
AL,13,61,4,7,12,28,139,298.10000000000014,553.1999999999998,948.0749999999887,2023-01-01
AL,14,60,5,7,12,26.75,136,305.2000000000003,536.0999999999999,928.1499999999992,2023-01-08
AL,15,67.5,5,9,14,30,147.25,316,563.3499999999997,985.0249999999999,2023-01-15
AL,16,68,5,9,14,30.75,148,316.10000000000014,544,864.4999999999973,2023-01-22
AL,17,71,6,9,15,32,155,356.10000000000014,595.05,971.1499999999992,2023-01-29
AL,18,76,5,9,15,33,170.25,396.2000000000003,696.3999999999996,1251.299999999993,2023-02-05
AL,19,82.5,5,9,15,35.75,181,400,762.4499999999996,1287.199999999999,2023-02-12
AL,20,86,7,11.950000000000003,19,40,197,409.3000000000004,732.4999999999995,1331.0249999999999,2023-02-19
AL,21,91,7,11,19,40.75,196,447.10000000000014,873.05,1457.1249999999993,2023-02-26
AL,22,97,7,11,19,42,215,504.3000000000004,850.2999999999997,1768.2249999999933,2023-03-05
AL,23,101,7,12,20,47,237.25,506.10000000000014,900.0999999999999,1263.0749999999996,2023-03-12
AL,24,109,8,13,23,51,245,539.3000000000004,928.2999999999997,1590.0749999999941,2023-03-19
AL,25,113,9,15,26,54,271.25,590.3000000000004,1093.1999999999998,1955.5749999999969,2023-03-26
AL,26,127,8.975000000000001,16,27,56,296,625.4000000000005,1201.1499999999999,2127.1499999999987,2023-04-02
AL,27,144,12,17.950000000000003,31,64,323,748.3000000000004,1372.1499999999999,2174.2249999999985,2023-04-09
AL,28,160,13,21,34,73,394,825.3000000000004,1516.5999999999995,2758.149999999999,2023-04-16
AL,29,185,14,24,39,83.75,403.25,933.700000000001,1634.2999999999997,2616.374999999998,2023-04-23
AL,30,217,16,28,47,98,472,1097,1809.5999999999995,3577.099999999983,2023-04-30
AL,31,245.5,19,31,56,114,536,1226.2000000000003,2026.299999999998,3578.474999999992,2023-05-07
AL,32,268.5,22,35,59,123,575.25,1245.1000000000001,2293.6499999999987,3649.1749999999993,2023-05-14
AL,33,313.5,23,37,65,144.75,668,1552.3000000000004,2733.999999999998,5053.624999999996,2023-05-21
AL,34,313.5,24,39.95,68,143,698.25,1497.700000000001,2461.349999999998,4707.699999999992,2023-05-28
AL,35,321.5,23.975,41,65,146,727.25,1667.500000000002,2984.8499999999985,5370.7749999999905,2023-06-04
