uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95,date
AC,1,1,0,0,0,0,3,8,12.049999999999955,18,2025-10-05
AC,2,1,0,0,0,0,4,8.100000000000136,13.049999999999955,20,2025-10-12
AC,3,2,0,0,0,0,4,9,14,22,2025-10-19
AC,4,2,0,0,0,0,5,10,16,23,2025-10-26
AC,5,2,0,0,0,0,5,10.100000000000136,15,23.024999999999864,2025-11-02
AC,6,2,0,0,0,0,5,10,17,27,2025-11-09
AC,7,2,0,0,0,0,5,11,17,25,2025-11-16
AC,8,2,0,0,0,0,5,11.100000000000136,18.049999999999955,27,2025-11-23
AC,9,2,0,0,0,0,6,12,19.049999999999955,27,2025-11-30
AC,10,2,0,0,0,1,6,12,19,29,2025-12-07
AC,11,3,0,0,0,1,7,14,21,30.024999999999864,2025-12-14
AC,12,3,0,0,0,1,7,15,23,33.024999999999864,2025-12-21
AC,13,3,0,0,0,1,7,14,22,33.024999999999864,2025-12-28
AC,14,3,0,0,0,1,8,17,26,43,2026-01-04
AC,15,3,0,0,0,1,9,19,29.049999999999955,41,2026-01-11
AC,16,4,0,0,0,1,10,20,31,44,2026-01-18
AC,17,4,0,0,0,1,10,21,35,53,2026-01-25
AC,18,4,0,0,0,1,11,24,36.049999999999955,55.024999999999864,2026-02-01
AC,19,4,0,0,0,1,12,24,39,56.024999999999864,2026-02-08
AC,20,5,0,0,0,2,12,25,37,54.024999999999864,2026-02-15
AC,21,4,0,0,0,1,11,23,35.049999999999955,60.024999999999864,2026-02-22
AC,22,4,0,0,0,1,11,23,34,47,2026-03-01
AC,23,4,0,0,0,1,10,21,32.049999999999955,45,2026-03-08
AC,24,4,0,0,0,1,9,21,32,46,2026-03-15
AC,25,3,0,0,0,1,8,17,26,38,2026-03-22
AC,26,3,0,0,0,1,7,15,23,35,2026-03-29
AC,27,3,0,0,0,1,7,14,21,28,2026-04-05
AC,28,2,0,0,0,1,6,12,19,26,2026-04-12
AC,29,2,0,0,0,0,5,11,17,23,2026-04-19
AC,30,2,0,0,0,0,5,10,16,23.024999999999864,2026-04-26
