uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95,date
AC,1,1,0,0,0,0,3,7,12,17,2024-10-06
AC,2,1,0,0,0,0,4,9,14.049999999999955,22,2024-10-13
AC,3,1,0,0,0,0,4,9,15,21,2024-10-20
AC,4,2,0,0,0,0,4,10,15.049999999999955,24,2024-10-27
AC,5,2,0,0,0,0,5,11,19,27.024999999999864,2024-11-03
AC,6,2,0,0,0,0,5,11,17,25,2024-11-10
AC,7,2,0,0,0,0,5,11,19,27.024999999999864,2024-11-17
AC,8,2,0,0,0,0,5,11,19,29.024999999999864,2024-11-24
AC,9,2,0,0,0,0,6,13,19,30,2024-12-01
AC,10,2,0,0,0,1,6,14,23,33.024999999999864,2024-12-08
AC,11,3,0,0,0,1,7,14,25,36,2024-12-15
AC,12,3,0,0,0,1,7,16,25,38.04999999999973,2024-12-22
AC,13,3,0,0,0,1,8,19,29,38.024999999999864,2024-12-29
AC,14,3,0,0,0,1,9,19,28.049999999999955,43,2025-01-05
AC,15,4,0,0,0,1,9,20,31,43.024999999999864,2025-01-12
AC,16,4,0,0,0,1,9,22,34,51.04999999999973,2025-01-19
AC,17,4,0,0,0,1,10.25,23,37,56,2025-01-26
AC,18,4,0,0,0,1,11,24,39,56.024999999999864,2025-02-02
AC,19,4,0,0,0,1,11,22,37.049999999999955,58.07499999999959,2025-02-09
AC,20,4,0,0,0,1,11,25,38,52,2025-02-16
AC,21,4,0,0,0,1,11,25,39,59.024999999999864,2025-02-23
AC,22,4,0,0,0,1,10,23,36,59.04999999999973,2025-03-02
AC,23,4,0,0,0,1,9,21,32,45,2025-03-09
AC,24,3,0,0,0,1,9,18.100000000000136,27.049999999999955,46,2025-03-16
AC,25,3,0,0,0,1,7,17,27,43.04999999999973,2025-03-23
AC,26,3,0,0,0,1,7,15,23.049999999999955,33,2025-03-30
AC,27,2,0,0,0,0,6,14,21,31,2025-04-06
AC,28,2,0,0,0,0,5,12,18,27,2025-04-13
AC,29,2,0,0,0,0,5,11,18,25,2025-04-20
AC,30,2,0,0,0,0,5,10,15,25.024999999999864,2025-04-27
AC,31,1,0,0,0,0,4,9,14,20,2025-05-04
AC,32,2,0,0,0,0,4,9,15,22,2025-05-11
AC,33,1,0,0,0,0,4,9,13,20,2025-05-18
AC,34,1,0,0,0,0,4,9,14,22,2025-05-25
AC,35,1,0,0,0,0,4,8,13,19,2025-06-01
AC,36,1,0,0,0,0,4,8,13,17,2025-06-08
AC,37,1,0,0,0,0,3,7,11,16.024999999999864,2025-06-15
AC,38,1,0,0,0,0,3,7,10,16,2025-06-22
AC,39,1,0,0,0,0,3,6.100000000000136,11,17,2025-06-29
AC,40,1,0,0,0,0,3,6,9,14,2025-07-06
AC,41,1,0,0,0,0,3,6,9,13,2025-07-13
AC,42,1,0,0,0,0,3,5,8,12,2025-07-20
AC,43,1,0,0,0,0,2,5,9,13,2025-07-27
AC,44,1,0,0,0,0,2,5,8,12,2025-08-03
AC,45,1,0,0,0,0,2,5,8,12,2025-08-10
AC,46,1,0,0,0,0,2,5,7,10,2025-08-17
AC,47,1,0,0,0,0,2,5,8,11,2025-08-24
AC,48,1,0,0,0,0,2,5,8,12,2025-08-31
AC,49,1,0,0,0,0,3,6,8,13,2025-09-07
AC,50,1,0,0,0,0,3,6,9,13,2025-09-14
AC,51,1,0,0,0,0,3,7,10,14,2025-09-21
AC,52,1,0,0,0,0,3,7,11,16,2025-09-28
AL,1,16,0,1,2,5,55,144.20000000000027,341.1999999999998,668.0999999999995,2024-10-06
AL,2,16,0,1,2,6,48,133,271.1999999999998,538.0499999999997,2024-10-13
AL,3,14,0,1,2,5,43.25,120.10000000000014,230.04999999999995,485.0749999999996,2024-10-20
AL,4,13,0,0,1,4,41,117,237.04999999999995,468.29999999999836,2024-10-27
AL,5,13,0,0,1,4,36,107.10000000000014,220,356.0749999999996,2024-11-03
AL,6,11,0,0,1,4,34,99.30000000000041,189.04999999999995,365.2749999999985,2024-11-10
AL,7,11,0,0,1,4,32.25,94.10000000000014,203.0999999999999,374.37499999999795,2024-11-17
AL,8,11,0,0,1,3,29,86,158.04999999999995,292.0499999999997,2024-11-24
AL,9,9,0,0,1,3,29,92,178.0999999999999,340.09999999999945,2024-12-01
AL,10,9,0,0,1,3,28,84,153.19999999999982,272.29999999999836,2024-12-08
AL,11,9,0,0,1,3,26,79.10000000000014,152,288.02499999999986,2024-12-15
AL,12,9,0,0,1,3,26,79.10000000000014,140.04999999999995,300.4249999999977,2024-12-22
AL,13,9,0,0,1,3,27,72,150.29999999999973,277.1249999999993,2024-12-29
AL,14,9,0,0,1,3,27,79,147,283,2025-01-05
AL,15,9,0,0,1,3,28,78,158.04999999999995,298.02499999999986,2025-01-12
AL,16,9,0,0,1,3,27,83,154,275,2025-01-19
AL,17,10,0,0,1,3,28,89,181.04999999999995,343.1499999999992,2025-01-26
AL,18,10,0,0,1,3,33,95.10000000000014,203.04999999999995,353.29999999999836,2025-02-02
AL,19,11,0,0,1,4,36,97,206,373.1499999999992,2025-02-09
AL,20,11,0,0,1,4,34,100.10000000000014,196.04999999999995,313.1249999999993,2025-02-16
AL,21,12,0,0,1,4,39,117.10000000000014,234.04999999999995,366.02499999999986,2025-02-23
